id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
EDCP386,Experiential Learning,"Restriction: Permission of EDUC-Counseling, Higher Education and Special Education department; and sophomore standing or higher.",202308,Education Counseling and Personnel Services,,0,,0,0,0,0
EDCP489,Field Experiences in Counseling and Personnel Services,,202308,Education Counseling and Personnel Services,,0,,0,0,0,0
EDCP498,Special Problems in Counseling and Personnel Services,,202308,Education Counseling and Personnel Services,,0,,0,0,0,0
EDCP498T,Special Problems in Counseling and Personnel Services; Contextual Leadership-Teaching Assistant,,202308,Education Counseling and Personnel Services,,1,Tori Shay,10,6,4,0
EDCP610,Professional Orientation,"Survey of knowledge base and practices in counseling and personnel services specializations, professional ethics, credentialling relevant legislation, current issues.",202308,Education Counseling and Personnel Services,,2,Natasha Mitchell; Michelle Espino,35,20,15,0
EDCP614,Counseling Skills: Introduction to Practicum,Corequisite: EDCP616.,202308,Education Counseling and Personnel Services,,1,Jorinna Tran,20,7,13,2
EDCP615,Counseling I: Appraisal,"Corequisite: EDCP618.
Restriction: Must be in a major within EDUC-Counseling, Higher Education and Special Education department.",202308,Education Counseling and Personnel Services,,1,Jorinna Tran,11,0,11,2
EDCP616,Counseling II: Theory and Practice,Corequisite: EDCP614.,202308,Education Counseling and Personnel Services,,1,Jessica McKechnie,22,14,8,1
EDCP619B,Practicum in Counseling,,202308,Education Counseling and Personnel Services,,1,Carlton Green,4,0,4,2
EDCP622,Human Development in the Counseling Context,"Credit only granted for: EDCP789X or EDCP622.
Formerly: EDCP789X.",202308,Education Counseling and Personnel Services,,1,Sylvia Huntley,20,12,8,3
EDCP635,School Consultation I,Restriction: Must be in the School Counseling program; or must be in the School Psychology program; or permission of instructor.,202308,Education Counseling and Personnel Services,,1,Katie Burkhouse,10,7,3,5
EDCP640,School Psychology Seminar: Overview of the Specialty,Restriction: Must be in the School Psychology program; or permission of instructor.,202308,Education Counseling and Personnel Services,,1,Chunyan Yang,10,5,5,3
EDCP641,School Psychology Seminar: Professional Ethics,Restriction: Must be in the School Psychology program; or permission of instructor.,202308,Education Counseling and Personnel Services,,1,Chunyan Yang,10,6,4,2
EDCP652,Research in Counseling,"Restriction: Must be in the School Counseling program.
Credit only granted for: EDCP652 or EDCP789Y.
Formerly: EDCP789Y.",202308,Education Counseling and Personnel Services,,1,Natalie Gaudette,15,0,15,1
EDCP682,Counseling Psychology Didactic Practicum in Group Interventions,"Prerequisite: For Counseling Psychology majors only.
Cross-listed with: PSYC682.
Formerly: EDCP718.",202308,Education Counseling and Personnel Services,,1,Pepper Phillips,5,3,2,1
EDCP685,Counseling Psychology Didactic Practicum in Counseling Supervision,"Prerequisite: For Counseling Psychology majors only.
Cross-listed with: PSYC685.
Formerly: EDCP745.",202308,Education Counseling and Personnel Services,,1,Delida Sanchez,10,6,4,0
EDCP695,Ethical and Professional Issues in Counseling Psychology,"Prerequisite: Must be in the Counseling Psychology program.
Also offered as: PSYC695.
Credit only granted for: EDCP669, EDCP688, EDCP695, PSYC688, or PSYC695.
Formerly: EDCP669 and EDCP688.",202308,Education Counseling and Personnel Services,,1,Roger Worthington,10,7,3,1
EDCP697,Multicultural Issues in Counseling Psychology,"Prerequisite: Only open to Counseling Psychology majors.
Credit only granted for: EDCP697, EDCP699, or PSYC697.
Formerly: EDCP699.",202308,Education Counseling and Personnel Services,,1,Richard Shin,15,4,11,0
EDCP698,Advanced Didactic Practicum in Counseling Psychology,,202308,Education Counseling and Personnel Services,,1,Roger Worthington,10,4,6,1
EDCP700,Theories and Strategies of Counseling Psychology,"Prerequisite: For Counseling Psychology majors only.
Cross-listed with: PSYC700.
Formerly: EDCP789J.",202308,Education Counseling and Personnel Services,,1,Dennis Kivlighan,10,7,3,0
EDCP738,Practicum in Child Assessment,,202308,Education Counseling and Personnel Services,,1,Megan Vaganek,7,2,5,0
EDCP741,"Multicultural Practice in Student Affairs: Self, Education, and Society","Prerequisite: EDCP771.
Credit only granted for: EDCP741 or EDCP789Z.
Formerly: EDCP789Z.",202308,Education Counseling and Personnel Services,,1,Christopher Travers,20,14,6,3
EDCP743,Developmental Psychopathology,"Restriction: Must be in Counseling and Personnel Services (Doctoral) program; or permission of instructor.
Credit only granted for: EDCP789Q or EDCP743.
Formerly: EDCP789Q.",202308,Education Counseling and Personnel Services,,1,Hedwig Teglasi,10,6,4,0
EDCP746,Clinical Supervision of Pupil Personnel Services,"Prerequisite: Advanced Doctoral Students Only.
Restriction: Permission of instructor.",202308,Education Counseling and Personnel Services,,1,Chunyan Yang,10,6,4,1
EDCP750,Therapeutic Approaches with Children,"Restriction: Must be in Counseling and Personnel Services (Doctoral) program; or permission of instructor.
Credit only granted for: EDCP789N or EDCP750.
Formerly: EDCP789N.",202308,Education Counseling and Personnel Services,,1,Erin Jones,6,6,0,1
EDCP772,Research in Student Affairs,"Prerequisite: EDCP656; or permission of instructor.
Restriction: Must be in the College Student Personnel program.",202308,Education Counseling and Personnel Services,,1,Julie Park; Lindsey Templeton,10,0,10,0
EDCP774,Advanced Seminar in Theories of College Student Development,Prerequisite: EDCP771; or students who have taken courses with comparable content may contact the department.,202308,Education Counseling and Personnel Services,,1,Christopher Travers,10,2,8,2
EDCP789R,Advanced Topics in Counseling and Personnel Services; College Teaching Seminar,,202308,Education Counseling and Personnel Services,,2,Candace Moore; Michelle Espino,7,5,2,1
EDCP798,Special Problems in Counseling and Personnel Services,,202308,Education Counseling and Personnel Services,,0,,0,0,0,4
EDCP798A,Special Problems in Counseling and Personnel Services; Research Design and Proposal Writing Seminar,,202308,Education Counseling and Personnel Services,,1,Jenny Sak,10,6,4,3
EDCP799,Master's Thesis Research,,202308,Education Counseling and Personnel Services,,0,,0,0,0,3
EDCP870,Professional Issues Seminar,"Credit only granted for: EDCP656 or EDCP870.
Formerly: EDCP656.",202308,Education Counseling and Personnel Services,,1,Candace Moore,10,3,7,6
EDCP879,Internship in School Counseling,,202308,Education Counseling and Personnel Services,,1,Jessica McKechnie,15,0,15,0
EDCP888,Apprenticeship in Counseling and Personnel Services,,202308,Education Counseling and Personnel Services,,0,,0,0,0,0
EDCP888A,Apprenticeship in Counseling and Personnel Services; College Student Personnel,,202308,Education Counseling and Personnel Services,,1,Kristan Skendall; Marsha Guenzler-Stevens,10,10,0,0
EDCP888C,Apprenticeship in Counseling and Personnel Services; School Psychology,,202308,Education Counseling and Personnel Services,,3,Cixin Wang; Annie Goldthrite; Hedwig Teglasi,40,35,5,0
EDCP889,Internship in Counseling and Personnel Services; Internship in Counseling and Personnel Services,,202308,Education Counseling and Personnel Services,,0,,0,0,0,0
EDCP889C,Internship in Counseling and Personnel Services,,202308,Education Counseling and Personnel Services,,1,Jioni Lewis,5,2,3,0
EDCP898,Pre-Candidacy Research,,202308,Education Counseling and Personnel Services,,0,,0,0,0,0
EDCP899,Doctoral Dissertation Research,,202308,Education Counseling and Personnel Services,,0,,0,0,0,0
EDHD200,Paradigms and Perspectives in Human Development,Restriction: Must have 45 or fewer credits; or must be in the Human Development program or Human Development minor.,202308,"Education, Human Development",,3,Jannah Fusenig; Rachel Romeo; Megan Hurley,120,7,113,0
EDHD201,Learning How to Learn,"Immerses students in the theoretical and empirical study of learning by engaging them in orchestrated experiences and activities drawn directly from the disciplinary research. Students achieve deep understanding of their own learning, as well as the means of enhancing that learning both in school and out-of-school contexts.",202308,"Education, Human Development",,4,Alina Maki; Nancy Gans; Patricia Alexander,110,2,108,1
EDHD210,Foundations of Early Childhood Education,Restriction: Permission of EDUC-Human Development and Quantitative Methodology department.,202308,"Education, Human Development",,1,Jennifer Smallwood-Holmes,25,16,9,0
EDHD220,Exploring Early Childhood General and Special Education,Restriction: Permission of EDUC-Human Development and Quantitative Methodology department.,202308,"Education, Human Development",,4,Randi Albertsen,25,17,8,1
EDHD221,Aggression and Violence in Everyday Life: Can Violence Be Prevented?,"History of aggression and violence in the world and in the United States. Examines the extent to which various forms are prevalent today and scientifically supported prevention strategies. Methods of studying aggression are reviewed, as are theories and methods of preventing aggression and violence.",202308,"Education, Human Development",,1,Jennie Lee-Kim,50,2,48,0
EDHD228,Research Experiences in Human Development,,202308,"Education, Human Development",,0,,0,0,0,0
EDHD230,Human Development and Societal Institutions,Development of the individual in the context of relationships with the formal and informal institutions of society. An examination of various aspects of development from the broad perspective of the social sciences.,202308,"Education, Human Development",,2,Joshua Jaffe,60,1,59,0
EDHD306,Research Methods in Human Development,"Addresses the scientific concepts and principles central to the study of human behavior and development. Students will learn about basic research methods in studying human behavior in developmental context and will participate in experiential activities, such as conducting observations and collecting self-report data. Major themes: goals of developmental research, fundamental research designs, types of measurement, elements of good scientific writing, and ethical issues in the study of human development.",202308,"Education, Human Development",,2,Eric Schoute; Doug Lombardi,120,3,117,0
EDHD314,Reading in the Early Childhood Classroom,"Prerequisite: EDHD210, EDHD220, and EDSP211.
Corequisite: EDHD425; and corequisite: EDHD419 or EDSP420.
Restriction: Must be enrolled in Professional Early Childhood/Early Childhood Special Education Program; and minimum cumulative GPA of 2.75.",202308,"Education, Human Development",,1,Donald Bolger,35,6,29,0
EDHD319,Selected Topics in Human Development,,202308,"Education, Human Development",,0,,0,0,0,0
EDHD320,Human Development Through the Life Span,"Central concepts related to parameters of human development, individual and social, which arise throughout the life span. Continuity and change within the developing individual.",202308,"Education, Human Development",,5,Min Wang; Jennie Lee-Kim; Rachel Ghosh; Olga Walker,240,16,224,0
EDHD322,The Young Child as Mathematician,"Prerequisite: EDSP423, EDHD431, and EDSP315; and track 1: Must have completed EDSP 430, EDSP 433; OR Track 2: Must have completed EDHD415, EDHD 424.
Corequisite: EDHD323, EDSP321, EDSP417, EDHD441, EDHD442, EDHD443, and EDHD444.
Restriction: Must be in the Professional Early Childhood/Early Childhood Special Education program; and senior standing or higher; and minimum cumulative GPA of 2.75.",202308,"Education, Human Development",,1,Lisa Davis,35,15,20,0
EDHD323,Children Study their World,"Prerequisite: EDSP423, EDHD431, and EDSP315; and track 1: Must have completed EDSP430, EDSP433; or Track 2: Must have completed EDHD415, EDHD424.
Corequisite: EDHD322, EDSP417, EDHD441, EDHD443, EDHD442, EDHD444, and EDSP321.
Restriction: Must be in the Professional Early Childhood/Early Childhood Special Education program; and senior standing or higher; and minimum cumulative GPA of 2.75.",202308,"Education, Human Development",,1,Lisa Davis,35,15,20,0
EDHD386,Experiential Learning,Restriction: Permission of EDUC-Human Development and Quantitative Methodology department; and junior standing or higher.,202308,"Education, Human Development",,0,,0,0,0,0
EDHD390,Career Paths and Internship Preparation in Human Development,Restriction: Must be in the Human Development major.,202308,"Education, Human Development",,1,Olga Walker,30,13,17,0
EDHD402,Social Development,Recommended: EDHD411.,202308,"Education, Human Development",,1,Olga Walker,40,0,40,0
EDHD411,Child Growth and Development,"Theoretical approaches to and empirical studies of physical, psychological and social development from conception to puberty. Implications for home, school and community.",202308,"Education, Human Development",,2,Christina Edmonds; Gillian Grose,80,22,58,0
EDHD412,Infant Development,"Infant development across domains, including perceptual, motor, cognitive, language, social and emotional functioning from pre-natal through third year of life.",202308,"Education, Human Development",,1,Natasha Cabrera,40,19,21,1
EDHD413,Adolescent Development,"Adolescent development, including special problems encountered in contemporary culture. Observational component and individual case study.",202308,"Education, Human Development",,2,Katherine Luken Raz; Christina Edmonds,80,0,80,0
EDHD425,Language Development and Reading Acquisition,This course focuses on young children's language development and the relationship between language and reading acquisition. Students will learn: concepts central to language development; language achievements at different ages; concepts of emergent literacy; models of reading acquisition and skilled reading.,202308,"Education, Human Development",,1,Min Wang,35,16,19,0
EDHD426,Cognitive and Motivational Literacy Content,"Students preparing for secondary teaching will learn about the cognitive and motivational aspects of literacy and learning from text for the content areas of literature, science, history and mathematics. Different evidenced-based literacy approaches appropriate for content learning are presented. Characteristics of learning environments that enable students to engage productively with diverse texts, disciplinary tasks, and technological resources in content areas are identified.",202308,"Education, Human Development",,1,Daphne Williams,38,5,33,0
EDHD440,Adult Development,"Prerequisite: EDHD320; or permission of EDUC-Human Development and Quantitative Methodology department.
Recommended: EDHD413.",202308,"Education, Human Development",,1,Olga Walker,30,0,30,0
EDHD441,Data Driven Decision Making in EC/ECSE,"Prerequisite: Minimum grade of C- in EDSP423, EDHD431, and EDSP315; and TRACK I: Must have completed EDSP430 and EDSP433 or TRACK 2: Must have completed EDHD415 and EDHD424.
Corequisite: EDHD322, EDHD323, EDSP321, EDSP417, EDHD442, EDHD443, and EDHD444.",202308,"Education, Human Development",,1,Amanda Schwartz,35,15,20,1
EDHD442,Interventions for Children with Behavioral Challenges,"Prerequisite: Minimum grade of C- in EDSP423, EDHD431, and EDSP315; and TRACK I: Must have completed EDSP430 and EDSP 433; or TRACK 2: Must have completed EDHD415 and EDHD 424.
Corequisite: EDSP321, EDSP417, EDHD322, EDHD323, EDHD441, EDHD443, and EDHD444.",202308,"Education, Human Development",,1,Amanda Schwartz,35,15,20,2
EDHD443,Interventions for Children with Social and Communication Challenges,"Prerequisite: Minimum grade of C- in EDSP423, EDHD431, and EDSP315; and TRACK I: Must have completed EDSP430 and EDSP 433; or TRACK 2: Must have completed EDHD415 and EDHD 424.
Corequisite: EDHD322, EDSP321, EDSP417, EDHD323, EDHD441, EDHD442, and EDHD444.",202308,"Education, Human Development",,1,Amanda Schwartz,35,15,20,2
EDHD444,Action Research in EC/ECSE,"Prerequisite: Minimum grade of C- in EDSP423, EDHD431, and EDSP315; and track 1: Must have completed EDSP430 and EDSP433; OR Track 2: Must have completed EDHD415 and EDHD424.
Corequisite: EDHD322, EDHD323, EDHD441, EDHD442, EDHD443, EDSP417, and EDSP321.",202308,"Education, Human Development",,1,Stephanie Varner,35,15,20,0
EDHD460,Educational Psychology,Prerequisite: PSYC100; or permission of EDUC-Human Development and Quantitative Methodology department.,202308,"Education, Human Development",,1,Alice Donlan,38,3,35,0
EDHD489,Field Experiences in Human Development,,202308,"Education, Human Development",,0,,0,0,0,0
EDHD498,Special Research Problems in Human Development,,202308,"Education, Human Development",,0,,0,0,0,1
EDHD629,Developmental Science Seminar and Colloquium,,202308,"Education, Human Development",,1,Min Wang; Natasha Cabrera,24,17,7,0
EDHD718,Apprenticeship in College Teaching; Apprenticeship in College Teaching,,202308,"Education, Human Development",,1,Jennie Lee-Kim,10,4,6,0
EDHD720,Social Development and Socialization Processes,"This course covers social development and socialization processes across the life-span. The course typically covers the following topics: parent-child relationships, peer relationships, moral development, social cognition, social competence, social motivation, self-regulation, and cultural influences on development. This is core doctoral course.",202308,"Education, Human Development",,1,Melanie Killen,20,0,20,0
EDHD721,Cognitive Development and Learning: An Introduction,Introductory survey into contemporary theory and research in cognitive development; applications to classroom learning.,202308,"Education, Human Development",,1,Lucas Butler,20,6,14,0
EDHD722,Learning Theory and the Educative Process,Prerequisite: EDHD721; or permission of EDUC-Human Development and Quantitative Methodology department.,202308,"Education, Human Development",,1,Patricia Alexander,20,12,8,0
EDHD779A,Selected Topics in Human Development; How to Write More and Write Better: An Academic Writing Seminar,,202308,"Education, Human Development",,1,Geetha Ramani,20,6,14,0
EDHD789,Internship in Human Development,,202308,"Education, Human Development",,0,,0,0,0,0
EDHD798,Laboratory in Human Development,Limited to human development majors.,202308,"Education, Human Development",,0,,0,0,0,0
EDHD799,Master's Thesis Research,Limited to human development majors.,202308,"Education, Human Development",,0,,0,0,0,0
EDHD888,Apprenticeship in Human Development Research,,202308,"Education, Human Development",,0,,0,0,0,0
EDHD889,Practicum in Human Development,,202308,"Education, Human Development",,0,,0,0,0,0
EDHD898,Pre-Candidacy Research,,202308,"Education, Human Development",,0,,0,0,0,0
EDHD899,Doctoral Dissertation Research,Limited to human development majors.,202308,"Education, Human Development",,0,,0,0,0,0
EDHI488F,Special Topics in Education Policy and Administration; Global Climate Change and Education: Policy and Practice,,202308,"Education Leadership, Higher Ed and International Ed",,1,Jing Lin,20,19,1,0
EDHI489,Field Experiences in Education,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI498,Special Problems in Education,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI605,Comparative Education,"Credit only granted for: EDHI605, EDPL605, or EDPS605.
Formerly: EDPL605.",202308,"Education Leadership, Higher Ed and International Ed",,1,Zeena Zakharia,20,6,14,1
EDHI606,Political Economy of Education in a Global Context,"Credit only granted for: EDHI606, EDPL606, or EDPS606.
Formerly: EDPL606.",202308,"Education Leadership, Higher Ed and International Ed",,1,Steven Klees,20,4,16,1
EDHI650,Professional Seminar in Higher and Adult Education,"Credit only granted for: EDHI650, EDPL650, or EDPS650.
Formerly: EDPL650.",202308,"Education Leadership, Higher Ed and International Ed",,1,Sharon Fries-Britt,20,14,6,0
EDHI652,Higher Education in American Society,"Credit only granted for: EDHI652, EDPL652, or EDPS652.
Formerly: EDPL652.",202308,"Education Leadership, Higher Ed and International Ed",,1,Jeongeun Kim,15,1,14,3
EDHI665,College Access and Choice,"Credit only granted for: EDHI665 or EDHI788L.
Formerly: EDHI788L.",202308,"Education Leadership, Higher Ed and International Ed",,1,Awilda Rodriguez,15,7,8,3
EDHI672,Modes of Inquiry in Education Research,"Restriction: Must be in a program in the Counseling, Higher Education, or Special Education department; or permission of the instructor.
Credit only granted for: EDHI672 or EDPS672.",202308,"Education Leadership, Higher Ed and International Ed",,1,Steven Klees,20,0,20,1
EDHI679,Master's Seminar,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI689,Practicum In Educational Administration and Supervision,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI788F,Special Topics in Education Policy and Administration; Global Climate Change and Education: Policy and Practice,,202308,"Education Leadership, Higher Ed and International Ed",,1,Jing Lin,20,11,9,1
EDHI788Y,Special Topics in Education Policy and Administration; State-Level Higher Education Research,,202308,"Education Leadership, Higher Ed and International Ed",,1,Marvin Titus,15,8,7,0
EDHI789,Doctoral Practicum in Administration and Supervision,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI798,Special Problems in Education,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI799,Master's Thesis Research,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI888,Apprenticeship in Education,,202308,"Education Leadership, Higher Ed and International Ed",,1,Sharon Fries-Britt,5,4,1,0
EDHI889,Internship in Education,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI898,Pre-Candidacy Research,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDHI899,Doctoral Dissertation Research,,202308,"Education Leadership, Higher Ed and International Ed",,0,,0,0,0,0
EDMS451,Introduction to Educational Statistics,Restriction: Sophomore standing or higher.,202308,"Measurement, Statistics, and Evaluation",,1,Gregory Hancock,120,92,28,0
EDMS623,Applied Measurement: Issues and Practices,Prerequisite: EDMS410. And EDMS645; or students who have taken courses with comparable content may contact the department.,202308,"Measurement, Statistics, and Evaluation",,1,Hong Jiao,25,10,15,0
EDMS645,Quantitative Research Methods I,Research design and statistical applications in educational research: data representation; descriptive statistics; estimation and hypothesis testing. Application of statistical computer packages is emphasized.,202308,"Measurement, Statistics, and Evaluation",,1,Weimeng Wang,30,9,21,0
EDMS646,General Linear Models I,Prerequisite: EDMS645; or an equivalent introductory statistics course.,202308,"Measurement, Statistics, and Evaluation",,1,Jeffrey Harring,30,13,17,0
EDMS651,General Linear Models II,Prerequisite: EDMS646; or students who have taken courses with comparable content may contact the department.,202308,"Measurement, Statistics, and Evaluation",,1,Jeffrey Harring,30,13,17,0
EDMS655,Introduction to Multilevel Modeling,Prerequisite: EDMS651; or students who have taken courses with comparable content may contact the department.,202308,"Measurement, Statistics, and Evaluation",,1,Tracy Sweet,20,2,18,0
EDMS657,Exploratory Latent and Composite Variable Methods,Prerequisite: EDMS651.,202308,"Measurement, Statistics, and Evaluation",,1,Gregory Hancock,30,13,17,0
EDMS769D,Special Topics in Applied Statistics in Education; Modeling Educational Survey Data from Complex Sampling Designs,,202308,"Measurement, Statistics, and Evaluation",,1,Laura Stapleton,20,13,7,1
EDMS769G,Special Topics in Applied Statistics in Education; Introduction to Graphical Models for Causal Inference,,202308,"Measurement, Statistics, and Evaluation",,1,Peter Steiner,20,13,7,0
EDMS779M,Seminar in Applied Statistics; Mathematical Foundations and Simulation Techniques,,202308,"Measurement, Statistics, and Evaluation",,1,Jeffrey Harring,20,17,3,0
EDMS798,Special Problems in Education,Prerequisite: permission of department.,202308,"Measurement, Statistics, and Evaluation",,0,,0,0,0,0
EDMS799,Master's Thesis Research,,202308,"Measurement, Statistics, and Evaluation",,0,,0,0,0,0
EDMS889,Internship in Measurement and Statistics,,202308,"Measurement, Statistics, and Evaluation",,0,,0,0,0,0
EDMS898,Pre-Candidacy Research,,202308,"Measurement, Statistics, and Evaluation",,0,,0,0,0,0
EDMS899,Doctoral Dissertation Research,,202308,"Measurement, Statistics, and Evaluation",,0,,0,0,0,0
EDSP210,Introduction to Special Education,"Restriction: Sophomore standing or lower.
Credit only granted for: EDSP210, EDSP211 or EDSP470.",202308,"Education, Special",,1,Katryna Andrusik,20,6,14,6
EDSP211,Introduction to Special Education,"Restriction: Sophomore standing or lower; and permission of EDUC-Counseling, Higher Education and Special Education department.
Credit only granted for: EDSP210, EDSP211 or EDSP470.",202308,"Education, Special",,1,Jennifer Amilivia,22,10,12,2
EDSP220,"Disability in Community: Access, Accommodation, and Adaptation","Examines the concept of disability in a variety of community settings. Drawing on classic and contemporary readings in psychology, sociology and special education, the course will couple conceptual and historical understanding of disability with first-hand service-learning experiences in the community. Students will develop a plan in several phases that encompasses principles of Universal Design for Living/Learning (UDL) to study and participate in community-based activities.",202308,"Education, Special",,1,Carolyn Fink,25,0,25,14
EDSP298,Special Problems in Teacher Education,,202308,"Education, Special",,0,,0,0,0,0
EDSP311,Peer Mentor Training and Certification,Provides opportunities and training to facilitate inclusion of students with ID/DD on campus as a peer mentor. Students will develop understanding of disabilities and other conditions that could affect learning and other activities and learn ways to assist and build friendship through a mentor-mentee relationship.,202308,"Education, Special",,1,Meredith Gramlich,50,2,48,2
EDSP321,The Young Child As Scientist,"Prerequisite: EDSP423, EDHD431, and EDSP315; and track 1: Must have completed EDSP430 and EDSP433; OR Track 2: Must have completed EDHD415 and EDHD424.
Corequisite: EDHD322, EDHD323, EDSP417, EDHD441, EDHD442, EDHD443, and EDHD444.",202308,"Education, Special",,1,Jennifer Amilivia,32,12,20,1
EDSP376,Fundamentals of Sign Language,"Receptive and expressive skills in American Sign Language. Examination of the causes of deafness, characteristics of deaf education, and aspects of the culture of the deaf community.",202308,"Education, Special",,2,Michael Dunham; Elizabeth Martinez,50,0,50,5
EDSP400,Instruction of Students with Severe Disabilities I,"Restriction: Must be in Special Education program.
Jointly offered with EDSP602.
Credit only granted for: EDSP400 or EDSP602.",202308,"Education, Special",,1,Seyma Intepe Tingir,40,28,12,2
EDSP401,Teaching Students with Disabilities in Elementary Classrooms,"Restriction: Permission of EDUC-Special Education department.
Credit only granted for: EDSP401 or EDSP499F.
Formerly: EDSP499F.",202308,"Education, Special",,2,Katryna Andrusik; Seyma Intepe Tingir,60,12,48,2
EDSP404,Methods of Teaching Autistic Students,"Restriction: Permission of EDUC-Counseling, Higher Education and Special Education department.
Jointly offered with: EDSP604.
Credit only granted for: EDSP404 or EDSP604.",202308,"Education, Special",,1,Gulnoza Yakubova,40,32,8,5
EDSP411,Foundations of Technology Integration for Curriculum Access,"Prerequisite: EDSP210 or EDSP470.
Restriction: Must be in Special Education program.",202308,"Education, Special",,1,Susan De La Paz,24,11,13,2
EDSP413,Principles and Practices in Positive Behavior Interventions and Classroom Supports,"Restriction: Must be in Special Education program.
Jointly offered with: EDSP613.
Credit only granted for: EDSP413 or EDSP613.",202308,"Education, Special",,1,Alicia Woolf,22,10,12,2
EDSP417,Reading Diagnosis and Assessment,"Prerequisite: EDSP423, EDHD431, and EDSP315; and track 1: Must have completed EDSP430 and EDSP433; OR Track 2: Must have completed EDHD415 and EDHD424.
Corequisite: EDHD322, EDHD323, EDSP321, EDHD441, EDHD442, EDHD443, and EDHD444.",202308,"Education, Special",,1,Monerah Al-Dubayan,32,10,22,2
EDSP420,"Child Development, Birth to Three Years","Prerequisite: EDHD210, EDHD220, and EDSP211.
Corequisite: EDHD314 and EDHD425.
Cross-listed with: EDHD434.
Credit only granted for: EDHD419A, EDSP420 or EDHD434.
Formerly: EDHD419A.",202308,"Education, Special",,1,Jennifer Amilivia,36,7,29,0
EDSP422,Curriculum and Instruction: Early Childhood Special Education,"Restriction: Must be in Special Education program.
Jointly offered with EDSP627.
Credit only granted for: EDSP422 or EDSP627.",202308,"Education, Special",,1,Instructor: TBA,10,10,0,0
EDSP425,Pre-Internship I,"Corequisite: EDSP451 and EDSP400.
Restriction: Must be in the Special Education major.",202308,"Education, Special",,1,Dawn Martin,30,18,12,1
EDSP443,Language and Literacy Acquisition in Children with Disabilities,"Restriction: Must be in Special Education program.
Additional information: This course is the first of four reading courses required by the Maryland State Department of Education for teacher certification in Special Education.",202308,"Education, Special",,1,Veronica Kang,40,27,13,1
EDSP451,Curriculum and Instruction: Elementary/Middle Special Education,"Restriction: Must be in Special Education program.
Jointly offered with EDSP652.
Credit only granted for: EDSP451 or EDSP652.",202308,"Education, Special",,1,Dawn Martin,40,28,12,1
EDSP452,Internship I: Elementary/Middle Special Education,"Restriction: Must be in Special Education program.
Jointly offered with EDSP692.
Credit only granted for: EDSP452 or EDSP692.",202308,"Education, Special",,1,Stacey Williams,20,12,8,3
EDSP470,Introduction to Special Education,"Restriction: Must not have completed EDSP210.
Credit only granted for: EDSP210, EDSP211 or EDSP470.",202308,"Education, Special",,2,Tvisha Vyas; Sara Pepkin Dataram; Yang Fu; Stuti Gupta,82,4,78,3
EDSP476,Communicating with Sign Language,"Prerequisite: EDSP376.
Restriction: Permission of EDUC-Counseling, Higher Education and Special Education department.",202308,"Education, Special",,1,Michael Dunham,20,10,10,2
EDSP484,Reading and Writing Instruction in Special Education II,"Prerequisite: EDSP416.
Restriction: Must be in Special Education program.
Jointly offered with EDSP684.
Credit only granted for: EDSP484 or EDSP684.",202308,"Education, Special",,1,Katryna Andrusik,40,31,9,2
EDSP489,Field Experiences in Special Education,,202308,"Education, Special",,2,Elizabeth Martinez; Jason Chow,12,12,0,1
EDSP490,Teacher Candidate Research Seminar in Special Education,Restriction: Must be in Special Education program.,202308,"Education, Special",,1,Seyma Intepe Tingir,20,12,8,1
EDSP498,Special Problems in Special Education,Special education majors only.,202308,"Education, Special",,0,,0,0,0,0
EDSP499,"Workshops, Clinics, and Institutes in Special Education",,202308,"Education, Special",,2,Instructor: TBA; Jason Chow,15,15,0,0
EDSP600,Issues and Trends in Educating Individuals with Disabilities,"Prerequisite: 9 credits in EDSP courses.
Restriction: Permission of EDUC-Counseling, Higher Education and Special Education department.",202308,"Education, Special",,1,Carolyn Fink,25,19,6,2
EDSP602,Instruction of Students with Severe Disabilities I,"Restriction: Must be in Special Education (Master's) program.
Credit only granted for: EDSP400 or EDSP602.",202308,"Education, Special",,1,Seyma Intepe Tingir,40,39,1,2
EDSP604,Methods of Teaching Autistic Students,"Restriction: Permission of EDUC-Counseling, Higher Education and Special Education department.
Jointly offered with: EDSP404.
Credit only granted for: EDSP404 or EDSP604.",202308,"Education, Special",,1,Gulnoza Yakubova,40,37,3,3
EDSP610,Neurodevelopment and Disability for Educators,Restriction: Must be in the Supporting Children with Intensive Behavior Needs in a Public School Setting Post-Baccalaureate Certificate program.,202308,"Education, Special",,1,Instructor: TBA,25,25,0,
