id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
BUSI718O,Special Topics in Business; Networks and Influence,,202108,Part-Time MBA Program,,1,Brodie Riordan,31,12,19,
BUSI731,Managing Brands and Products,"Prerequisite: BUSM612.
Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.",202108,Part-Time MBA Program,,1,Rosellina Ferraro,45,33,12,
BUSI734,Digital Marketing,Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.,202108,Part-Time MBA Program,,1,Pallassana Kannan,45,34,11,
BUSI735,Advanced Marketing Analytics,"Prerequisite: BUSI650.
Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.",202108,Part-Time MBA Program,,1,Jie Zhang,45,39,6,
BUSI736,Pricing Strategies for Sustainable Competitive Advantage,"Prerequisite: BUSI650.
Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.",202108,Part-Time MBA Program,,1,Bo Zhou,45,36,9,
BUSI737,Innovation & Product Development,"Prerequisite: BUSI650.
Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.",202108,Part-Time MBA Program,,2,Mary Beth Furst,90,33,57,
BUSI740,Valuation in Corporate Finance,"Prerequisite: BUSI640.
Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.",202108,Part-Time MBA Program,,2,James Seward,90,68,22,
BUSI751,Decision Analytics,"Prerequisite: BUSI630.
Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.",202108,Part-Time MBA Program,,1,Ilya Ryzhov,45,27,18,
BUSI758F,Special Topics in Business; Investment Fund Management,,202108,Part-Time MBA Program,,1,Kenneth Fuller,0,0,0,
BUSI758Q,Special Topics in Business; Business Consulting,,202108,Part-Time MBA Program,,2,Nicole Coomber; Shonna Waters,90,56,34,
BUSI758Y,Special Topics in Business; Financial Stability and Risk Management,,202108,Part-Time MBA Program,,1,Haluk Unal,45,36,9,
BUSI759,Independent Study in Business,,202108,Part-Time MBA Program,,0,,0,0,0,
BUSI785,Project Management in Dynamic Environments,Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.,202108,Part-Time MBA Program,,2,Paul Shapiro; Sindhu Rajan,100,25,75,
BUSI787,Integrative Capstone,Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.,202108,Part-Time MBA Program,,1,Judy Frels,70,0,70,
BUSI799,Masters Thesis Research,,202108,Part-Time MBA Program,,0,,0,0,0,
BUSM600,Leadership and Teamwork,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BMGT600, BUSI662 or BUSM600.",202108,Full-Time MBA Program,,1,Nicole Coomber,0,0,0,
BUSM602,Introduction to Financial Accounting,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI610 or BUSM602.",202108,Full-Time MBA Program,,1,Rebecca Hann,0,0,0,
BUSM604,Managerial Economics and Public Policy,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI681 or BUSM604.",202108,Full-Time MBA Program,,1,Rachelle Sampson,0,0,0,
BUSM606,Data Driven Decision Making,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI630 or BUSM606.",202108,Full-Time MBA Program,,1,Tunay Tunca,0,0,0,
BUSM610,Financial Management,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI640 or BUSM610.",202108,Full-Time MBA Program,,1,Richmond Mathews,0,0,0,
BUSM612,Marketing Management,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI650 or BUSM612.",202108,Full-Time MBA Program,,1,Judy Frels,0,0,0,
BUSM616,Managerial Accounting,"Prerequisite: BUSI610.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI611 or BUSM616.",202108,Full-Time MBA Program,,2,Eugene Cantor,0,0,0,
BUSM621,Strategic and Transformational IT,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI621 or BUSM621.",202108,Full-Time MBA Program,,2,Il-Horn Hann,0,0,0,
BUSM706,Innovation & Product Development,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMO758P or BUSM706.",202108,Full-Time MBA Program,,1,Yogesh Joshi,50,3,47,
BUSM710,Advanced Marketing Analytics Models,"Prerequisite: BUSM612.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK706 or BUSM705.",202108,Full-Time MBA Program,,1,Jie Zhang,45,28,17,
BUSM715,Digital Marketing,Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.,202108,Full-Time MBA Program,,1,Pallassana Kannan,50,7,43,
BUSM741,Financial Restructuring,"Prerequisite: BUSM610.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUFN752 or BUSM741.",202108,Full-Time MBA Program,,1,James Seward,45,33,12,
BUSM754,Competitive and Collaborative Negotiation,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMO714 or BUSM754.",202108,Full-Time MBA Program,,2,Vijaya Venkataramani,60,7,53,
BUSM758B,Special Topics in Business; Financial Stability and Risk Management,,202108,Full-Time MBA Program,,1,Haluk Unal,45,35,10,
BUSM758N,Special Topics in Business; Managing Change,,202108,Full-Time MBA Program,,1,Myeong-Gu Seo,57,1,56,
BUSM798C,Business Consulting; Technology Entrepreneurship,,202108,Full-Time MBA Program,,1,Brent Goldfarb,45,11,34,
BUSO600,Leadership and Teamwork,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI662, BUSO600 or EMBA656.",202108,Online MBA Program,,7,Nicole Coomber; Trevor Foulk; Gregory Marr,196,8,188,
BUSO601,Corporate Finance I,"Prerequisite: BUSO602.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.",202108,Online MBA Program,,4,Ceyed Baiju; Elinda Kiss,96,1,95,
BUSO602,Financial Accounting,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: EMBA610 or BUSO602.",202108,Online MBA Program,,4,Bill Ford; Progyan Basu,100,1,99,
BUSO603,Data Analysis,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.,202108,Online MBA Program,,3,Sujin Kim,84,0,84,
BUSO604,Managerial Economics and Public Policy,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: EMBA681 or BUSO604.",202108,Online MBA Program,,3,Rachelle Sampson,84,1,83,
BUSO612,Marketing Management,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: EMBA757 or BUSO612.",202108,Online MBA Program,,3,Henry Boyd; David Godes,84,0,84,
BUSO614,Strategic Management,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI690, BUSM614 or BUSO614.",202108,Online MBA Program,,6,Paulo Prochno; Melanie Cohen; Clarence Wesley,150,0,150,
BUSO700,Fundamentals of Business,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.,202108,Online MBA Program,,1,Paulo Prochno,100,20,80,
BUSO701,Integrative Business Capstone,"Prerequisite: Students must have completed a minimum of 48 credit hours.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.",202108,Online MBA Program,,1,Cristian Dezso,100,46,54,
BUSO706,Organizational Change,"Prerequisite: BUSM600; or BUSO600; or BUSI662; or EMBA656.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSO706 or BUSM755.",202108,Online MBA Program,,6,Sheetal Singh; Adina Dabu; Myeong-Gu Seo,168,0,168,
BUSO712,Entrepreneurship,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.,202108,Online MBA Program,,4,Le-Marie Thompson; Brent Goldfarb; Azi Gera,96,8,88,
BUSO731,Social Media and Web Analytics,"Prerequisite: BUSM612; or BUSO612; or BUSI650.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758O, BUSO731 or BUSM716.",202108,Online MBA Program,,4,Siva Viswanathan,100,3,97,
BUSO751,Supply Chain Risk Management,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BULM734, BUSM784 or BUSO751.",202108,Online MBA Program,,3,Humberto Coronado; Hongyi Zhang,75,1,74,
BUSO758A,Special Topics in Business; Marketing Analytics,,202108,Online MBA Program,,3,Yogesh Joshi,75,20,55,
BUSO758G,Special Topics in Business; Financial Restructuring,,202108,Online MBA Program,,1,James Seward,25,9,16,
BUSO758J,Special Topics in Business; Corporate Finance II,,202108,Online MBA Program,,6,Elinda Kiss; Ceyed Baiju,168,11,157,
BUSO782,Financial Planning and Control Systems for Managers and Consultants,"Prerequisite: Permission of BMGT-Robert H. Smith School of Business. Or BUSO616; and BUSO602.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BMGT711 or BUSO782.
Formerly: BMGT711.",202108,Online MBA Program,,2,Lei Zhou,50,22,28,
CBMG688A,Special Topics in Cell Biology and Molecular Genetics; Research Experiences,,202108,Cell Biology & Molecular Genetics,,1,Stephen Mount,20,16,4,
CBMG688C,Special Topics in Cell Biology and Molecular Genetics,Jointly offered with BSCI420. Credit only granted for BSCI420 or CBMG688 C.,202108,Cell Biology & Molecular Genetics,,1,Norma Andrews,60,0,60,
CBMG688D,Special Topics in Cell Biology and Molecular Genetics; Genetics: Cell Biology I - Structure and Function,,202108,Cell Biology & Molecular Genetics,,1,Sougata Roy; Wenxia Song,30,0,30,
CBMG688J,Special Topics in Cell Biology and Molecular Genetics; Genetics: Immunology and Host Defense,,202108,Cell Biology & Molecular Genetics,,1,Roy Mariuzza; David Mosser,12,4,8,
CBMG688K,Special Topics in Cell Biology and Molecular Genetics; Genetics: Molecular Virology,,202108,Cell Biology & Molecular Genetics,,1,Margaret Scull; Jeffrey DeStefano,20,11,9,
CBMG688P,Special Topics in Cell Biology and Molecular Genetics; Programming for Biology,,202108,Cell Biology & Molecular Genetics,,1,Stephen Mount; Najib El-Sayed,30,17,13,
CBMG699,Special Problems in Cell Biology and Molecular Genetics,,202108,Cell Biology & Molecular Genetics,,0,,0,0,0,
CBMG699D,Special Problems in Cell Biology and Molecular Genetics; Molecular Genetics: Bioinformatics and Computation Biology,Contact department or instructor for details.,202108,Cell Biology & Molecular Genetics,,1,Stephen Mount,20,13,7,
CBMG699K,Special Problems in Cell Biology and Molecular Genetics; Biological Sciences Teaching and Learning in Higher Education,"Cross-listed with BIOL608K, CHEM608K, and ENTM699K. Credit will be grant edfor only one of the following: BIOL608K, CBMG699K, CHEM608K, or ENTM699K.",202108,Cell Biology & Molecular Genetics,,1,Gili Ad-Marbach,12,5,7,
CBMG699X,Special Problems in Cell Biology and Molecular Genetics; Host Pathogen Interactions,,202108,Cell Biology & Molecular Genetics,,1,David Mosser,20,17,3,
CBMG699Z,Special Problems in Cell Biology and Molecular Genetics; Protein Translation,,202108,Cell Biology & Molecular Genetics,,1,Jonathan Dinman,20,20,0,
CBMG799,Masters Thesis Research,,202108,Cell Biology & Molecular Genetics,,0,,0,0,0,
CBMG898,Pre-Candidacy Research,,202108,Cell Biology & Molecular Genetics,,0,,0,0,0,
CBMG899,Doctoral Dissertation Research,,202108,Cell Biology & Molecular Genetics,,0,,0,0,0,
CCJS100,Introduction to Criminal Justice,"Introduction to the administration of criminal justice in a democratic society, with emphasis on the theoretical and historical development of law enforcement. The principles of organization and administration for law enforcement; functions and specific activities; planning and research; public relations; personnel and training; inspection and control; direction; policy formulation.",202108,Criminology and Criminal Justice,,17,Justine Madoo; Kyle Dorsey,515,52,463,
CCJS105,Introduction to Criminology,"Criminal behavior and the methods of its study; causation; typologies of criminal acts and offenders; punishment, correction and incapacitation; prevention of crime.",202108,Criminology and Criminal Justice,,17,Kyle Dorsey; Cassandra Philippon; Jessica Morabito,515,95,420,
CCJS200,Statistics for Criminology and Criminal Justice,"Prerequisite: CCJS100 or CCJS105; and 1 course with a minimum grade of C- from (STAT100, MATH107, MATH111, MATH120, MATH130, MATH135, MATH140).
Restriction: Must be in Criminology and Criminal Justice program; or permission of BSOS-Criminology & Criminal Justice department.
Credit only granted for: BIOM301, BMGT230, CCJS200, ECON230, EDMS451, GEOG306, GEOL351, GVPT422, INST314, JOUR405, PSYC200 or SOCY201.",202108,Criminology and Criminal Justice,,6,Greg Midgette,180,86,94,
CCJS225,Responses to Violence,Conflict is unfortunately resolved through violence in a number of settings. It ranges from interpersonal to international in its scope. This course investigates the strengths and weakness of a number of resolutions to reducing violence over the course of history using both state centered and informal control.,202108,Criminology and Criminal Justice,,2,Kyle Dorsey; Jessica Morabito,120,1,119,
CCJS230,Criminal Law in Action,Prerequisite: CCJS100.,202108,Criminology and Criminal Justice,,2,Russell Hamill; Cortney Fisher,200,12,188,
CCJS234,Law of Criminal Investigation,Prerequisite: CCJS100 and CCJS230.,202108,Criminology and Criminal Justice,,1,David Salem,100,81,19,
CCJS300,Criminological and Criminal Justice Research Methods,"Prerequisite: CCJS100 and CCJS105; and (PSYC200, CCJS200, ECON321, BMGT230, or SOCY201).",202108,Criminology and Criminal Justice,,5,Wendy Stickle; Alan Lehman; Laure Brooks,256,48,208,
CCJS301,Fundamentals in Criminal Justice,Restriction: Must be enrolled at The Universities at Shady Grove; and must be in the Criminal Justice minor; or by permission of department; and must not be in the Criminology and Criminal Justice major.,202108,Criminology and Criminal Justice,,1,Cortney Fisher,40,18,22,
CCJS310,Criminal Investigations,Prerequisite: CCJS100 and CCJS230.,202108,Criminology and Criminal Justice,,1,David Anderson,40,5,35,
CCJS320,Introduction to Criminalistics,Prerequisite: CCJS100 and CCJS230.,202108,Criminology and Criminal Justice,,3,Thomas Mauriello,72,1,71,
CCJS325,Slavery in the Twenty First Century: Combating Human Trafficking,"Credit only granted for: CCJS325 or CCJS498R.
Formerly: CCJS498R.",202108,Criminology and Criminal Justice,,3,Louis Morlier; Kyle Dorsey; Jessica Morabito,170,2,168,
CCJS330,Contemporary Criminological Issues,Prerequisite: CCJS100 and CCJS105.,202108,Criminology and Criminal Justice,,1,Edward Pallas,40,0,40,
CCJS331,Contemporary Legal Policy Issues,Prerequisite: CCJS100 and CCJS230.,202108,Criminology and Criminal Justice,,1,Alan Drew,40,19,21,
CCJS340,Policing,Prerequisite: CCJS100.,202108,Criminology and Criminal Justice,,3,David Mitchell; Nicole Romeiser; Laure Brooks,215,69,146,
CCJS342,Corrections,"Prerequisite: CCJS100.
Restriction: Must be in a major within the BSOS-Criminology & Criminal Justice department.
Credit only granted for: CCJS342 or CCJS452.",202108,Criminology and Criminal Justice,,2,Jessica Deitzer; Rachel Ellis,120,0,120,
CCJS345,Courts and Sentencing,"Prerequisite: CCJS100.
Restriction: Must be in a major within the BSOS-Criminology & Criminal Justice department.",202108,Criminology and Criminal Justice,,3,Carlotta Woodward; Robert Stewart,160,4,156,
CCJS359,Field Training in Criminology and Corrections,Prerequisites: CCJS 105 or CRIM 220; and CCJS 350 or CRIM 450; and permission of department. For majors only.,202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS360,Victimology,Prerequisite: CCJS105.,202108,Criminology and Criminal Justice,,2,Louis Morlier; Cortney Fisher,140,29,111,
CCJS370,"Race, Crime and Criminal Justice",Prerequisite: CCJS100.,202108,Criminology and Criminal Justice,,2,Maria Velez; Brooklynn Hitchens,120,7,113,
CCJS386,Experiential Learning,Restriction: Permission of BSOS-Criminology & Criminal Justice department; and junior standing or higher.,202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS388H,Independent Reading Course in Criminology and Criminal Justice,,202108,Criminology and Criminal Justice,,1,Bianca Bersani,20,5,15,
CCJS389H,Independent Research in Criminology and Criminal Justice,,202108,Criminology and Criminal Justice,,1,Bianca Bersani,20,5,15,
CCJS398,Law Enforcement Field Training,Prerequisite: junior standing. For majors only.,202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS399,Independent Study in Criminology and Criminal Justice,"Prerequisite: written consent of faculty under whose direction the study is to be performed, and at least twelve hours of CCJS credits.",202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS418A,Seminar in Criminology and Criminal Justice; Offender Re-Entry,"Prerequisite: CCJS100, CCJS105, and CCJS300.",202108,Criminology and Criminal Justice,,1,Justine Madoo,50,1,49,
CCJS418D,Seminar in Criminology and Criminal Justice; Evolving Legal Issues,Prerequisite: CCJS100 and CCJS230.,202108,Criminology and Criminal Justice,,1,David Salem,50,11,39,
CCJS418E,Seminar in Criminology and Criminal Justice; Applications of Data Science in Criminology,"Prerequisite: CCJS100, CCJS105, CCJS200 and CCJS300. Restriction: Permission of department.",202108,Criminology and Criminal Justice,,1,Zubin Jelveh,50,25,25,
CCJS418K,Seminar in Criminology and Criminal Justice; Police-Community Relations,"Prerequisites: CCJS100, CCJS105, and CCJS300. Restriction: Permission of department.",202108,Criminology and Criminal Justice,,1,Rod Brunson,50,1,49,
CCJS418P,"Seminar in Criminology and Criminal Justice; Marijuana, Law and Society",Prerequisites: CCJS100 and CCJS105.,202108,Criminology and Criminal Justice,,1,Alan Lehman,50,1,49,
CCJS440,Security Administration,"Prerequisite: CCJS100 and CCJS340.
Credit only granted for: CCJS440 or CCJS498Z.
Formerly: CCJS498Z.",202108,Criminology and Criminal Justice,,1,Richard Harris,40,16,24,
CCJS444,Advanced Law Enforcement Administration,Prerequisite: CCJS100 and CCJS340.,202108,Criminology and Criminal Justice,,1,Russell Hamill,60,0,60,
CCJS450,Advanced Juvenile Delinquency,"Prerequisite: CCJS105 and CCJS300.
Credit only granted for: CCJS350 or CCJS450.",202108,Criminology and Criminal Justice,,2,Justine Madoo; Jessica Morabito,100,0,100,
CCJS451,Crime and Delinquency Prevention,Prerequisite: CCJS105 and CCJS300.,202108,Criminology and Criminal Justice,,2,Kyle Dorsey; Thomas Alexander,90,7,83,
CCJS454,Contemporary Criminological Theory,Prerequisite: CCJS300 and CCJS105.,202108,Criminology and Criminal Justice,,2,Wade Jacobsen; Kathryn Kozey,100,5,95,
CCJS461,Psychology of Criminal Behavior,Prerequisite: CCJS105 and CCJS300.,202108,Criminology and Criminal Justice,,1,Robin Shusko,40,0,40,
CCJS498B,Selected Topics in Criminology and Criminal Justice; Elder Abuse,,202108,Criminology and Criminal Justice,,1,Heidi Bresee,40,0,40,
CCJS498P,Selected Topics in Criminology and Criminal Justice; Truth and Justice in the Disinformation Era,"The spread of disinformation, deep fakes and other types of misinformation have serious implications for homeland and national security. In this course, we will explore the psychological and social factors that make us susceptible to propaganda, disinformation, fake news and conspiracy theories. We will discuss the power of false narratives in shaping what we think, how we feel and what we do. Armed with this framework, students will explore the role of social media in legitimizing hate groups (e.g., Holocaust denial) and facilitating foreign information operations (e.g., Russian election interference and Iranian Impersonator Operations). Finally, we will examine efforts by Facebook, Twitter and other media outlets to counter the spread of misinformation, and discuss the effectiveness of current strategies (e.g., fact-checking, improving media literacy, examining source credibility). A large component of this class will be on developing expertise at spotting, diagnosing and responding to different types of misinformation.",202108,Criminology and Criminal Justice,,1,Steve Sin,40,24,16,
CCJS498V,Selected Topics in Criminology and Criminal Justice; Use of Force,,202108,Criminology and Criminal Justice,,1,Shawn Eastman,40,0,40,
CCJS498Z,Selected Topics in Criminology and Criminal Justice; A Matter of Life and Death: Criminal Sentencing Issues,,202108,Criminology and Criminal Justice,,1,James Trusty; Debra Dwyer,40,18,22,
CCJS600,Criminal Justice,"Restriction: Must be in one of the following programs (Criminology and Criminal Justice (Master's); Criminology and Criminal Justice (Doctoral)) ; or permission of BSOS-Criminology & Criminal Justice department.
Formerly: CJUS600.",202108,Criminology and Criminal Justice,,1,Brian Johnson,20,4,16,
CCJS604,Policy Analysis Project,"An application of statistical and conceptual tools to criminal justice data in the student's area of concentration, resulting in a paper reporting the conceptualization, analytic methods and results. The topic of the independent study will be chosen through individual consultation with the instructor.",202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS620,Fundamentals of Criminological Research,"Credit only granted for: CCJS498D or CCJS620.
Formerly: CCJS498D.",202108,Criminology and Criminal Justice,,1,Sarah Tahamont,35,17,18,
CCJS631,Ethics in Criminal Justice,Restriction: Must be in one of the following programs: Criminology and Criminal Justice (Master's); Criminology and Criminal Justice (Doctoral); Sociology (Master's); Sociology (Doctoral); or permission from BSOS-Criminology & Criminal Justice department.,202108,Criminology and Criminal Justice,,1,Lester Andrist,20,15,5,
CCJS632,Making Sense of Criminal Justice Methods and Statistics,Restriction: Must be in one of the following programs: Criminology and Criminal Justice (Master's); Criminology and Criminal Justice (Doctoral); Sociology (Master's); Sociology (Doctoral); Master of Professional Studies in Public Safety Leadership and Administration (MPLA); Graduate Certificate in Criminal Justice Administration (Z130); or permission from BSOS-Criminology & Criminal Justice department.,202108,Criminology and Criminal Justice,,1,Lauren Porter,20,13,7,
CCJS650,Research Practicum,"Provides the opportunity for students to develop and complete a research project, which will provide information on research proficiency for the determination of advancement to doctoral candidacy",202108,Criminology and Criminal Justice,,1,Robert Brame,20,16,4,
CCJS654,History of Criminological Thought,"Prerequisite: CCJS454; or students who have taken courses with comparable content may contact the department.
Formerly: CRIM654.",202108,Criminology and Criminal Justice,,1,Wade Jacobsen,20,12,8,
CCJS663,Issues in Corporate Crime,"Credit only granted for: CCJS699S or CCJS663.
Formerly: CCJS699S.",202108,Criminology and Criminal Justice,,1,Sally Simpson,20,14,6,
CCJS670,"Race, Crime, and Criminal Justice","Provides an historical overview of the operation and evolution of the criminal justice system and the impact of race. How race affects definitions of crime and criminality, the workings of the criminal justice system, the development of criminological theory, and the role of criminal justice ethics in the study of race and crime will be considered.",202108,Criminology and Criminal Justice,,1,Maria Velez,20,16,4,
CCJS699,Special Criminological Problems,,202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS699Q,Special Criminological Problems; Seminar on Qualitative Analysis,,202108,Criminology and Criminal Justice,,1,Rachel Ellis,20,3,17,
CCJS710,Advanced Statistics Methods - Limited Dependent Variables,"Prerequisite: Must have completed an approved doctoral level statistics course.
Formerly: CRIM710.",202108,Criminology and Criminal Justice,,1,Robert Brame,15,11,4,
CCJS720,Criminal Justice System Planning: Policy Analysis for Crime Control,"Prerequisite: Must have completed 1 course in research methodology; and 1 course in CCJS.
Formerly: CJUS720.",202108,Criminology and Criminal Justice,,1,Greg Midgette,20,14,6,
CCJS799,Master's Thesis Research,,202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS898,Pre-Candidacy Research,,202108,Criminology and Criminal Justice,,0,,0,0,0,
CCJS899,Doctoral Dissertation Research,,202108,Criminology and Criminal Justice,,0,,0,0,0,
CHBE100,Exploring ChBE,"Prerequisite: Permission of instructor; and permission of ENGR-Chemical & Biomolecular Engineering department.
Restriction: Must be in a major within the ENGR-Chemical & Biomolecular Engineering department.",202108,Chemical and Biomolecular Engineering,,1,Ganesh Sriram; Deborah Goldberg,35,17,18,
CHBE250,Computer Methods in Chemical Engineering,"Prerequisite: CHBE101; and must have completed or be concurrently enrolled in MATH241.
Restriction: Must be in a major within the ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: CHBE250 or ENCH250.
Formerly: ENCH250.",202108,Chemical and Biomolecular Engineering,,1,Nam Sun Wang,95,54,41,
CHBE301,Chemical and Biomolecular Engineering Thermodynamics I,"Prerequisite: CHBE101; and must have completed or be concurrently enrolled in CHBE250 and MATH241.
Restriction: Must be in Engineering: Chemical program; and permission of ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: ENCH300 or CHBE301.
Formerly: ENCH300.",202108,Chemical and Biomolecular Engineering,,1,Jeffery Klauda,95,53,42,
CHBE333,Chemical Engineering Seminar,"Restriction: Junior standing; and must be in a major within ENGR-Chemical & Biomolecular Engineering department; and permission of ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: CHBE333 or ENCH333.
Formerly: ENCH333.",202108,Chemical and Biomolecular Engineering,,3,Deborah Goldberg,45,3,42,
CHBE369,Teaching Experiences in Chemical Engineering,,202108,Chemical and Biomolecular Engineering,,0,,0,0,0,
CHBE410,Statistics and Design of Experiments,"Prerequisite: Minimum grade of C- in CHBE250, MATH241, and MATH246.
Restriction: Must be in a major within the ENGR-Chemical & Biomolecular Engineering department; and permission of ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: CHBE410 or ENCH476.
Formerly: ENCH476.",202108,Chemical and Biomolecular Engineering,,1,Deborah Goldberg,80,17,63,
CHBE422,Chemical and Biomolecular Engineering Transport Phenomena I,"Prerequisite: Minimum grade of C- in CHBE101, CHBE250, MATH241, and MATH246.
Restriction: Must be in a major within the ENGR-Chemical & Biomolecular Engineering department; and permission of ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: CHBE422 or ENCH422.
Formerly: ENCH422.",202108,Chemical and Biomolecular Engineering,,1,Panagiotis Dimitrakopoulos,65,23,42,
CHBE437,Chemical and Biomolecular Engineering Laboratory,"Prerequisite: CHBE424, CHBE426, and CHBE440.
Restriction: Must be in a major within ENGR-Chemical & Biomolecular Engineering department; and permission of ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: CHBE437 or ENCH437.
Formerly: ENCH437.",202108,Chemical and Biomolecular Engineering,,4,Chen Zhang; Audaldo Ponce,96,38,58,
CHBE440,Chemical Kinetics and Reactor Design,"Prerequisite: Minimum grade of C- in CHBE301, MATH241, and MATH246.
Restriction: Must be in Engineering: Chemical program; and permission of ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: CHBE440 or ENCH440.
Formerly: ENCH440.",202108,Chemical and Biomolecular Engineering,,1,Srinivasa Raghavan,60,1,59,
CHBE442,Chemical and Biomolecular Systems Analysis,"Prerequisite: CHBE424 and CHBE426.
Credit only granted for: CHBE442 or ENCH442.
Formerly: ENCH442.",202108,Chemical and Biomolecular Engineering,,1,Kyu Yong Choi,100,31,69,
CHBE444,Process Engineering Economics and Design I,"Prerequisite: CHBE424, CHBE426, and CHBE440.
Restriction: Must be in a major within the ENGR-Chemical & Biomolecular Engineering department; and permission of ENGR-Chemical & Biomolecular Engineering department.
Credit only granted for: CHBE444 or ENCH444.
Formerly: ENCH444.",202108,Chemical and Biomolecular Engineering,,2,Ganesh Sriram,74,5,69,
CHBE468,Research,,202108,Chemical and Biomolecular Engineering,,0,,0,0,0,
CHBE469,Special Projects,,202108,Chemical and Biomolecular Engineering,,0,,0,0,0,
CHBE472,Control of Air Pollution Sources,"Restriction: Permission of ENGR-Chemical & Biomolecular Engineering department.
Jointly offered with: CHBE672.
Credit only granted for: CHBE472, CHBE672 or ENCH672.",202108,Chemical and Biomolecular Engineering,,1,Akua Asa-Awuku,25,0,25,
