id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
BSCI422,Principles of Immunology,"Prerequisite: BSCI222.
Recommended: BSCI330; and (BSCI223 or BSCI283).
Restriction: Junior standing or higher.",202208,Biological Sciences Program,,2,Gregory Simon; Sandra Fox-Moon,62,24,38,
BSCI424,Pathogenic Microbiology,Prerequisite: BSCI223 or BSCI283.,202208,Biological Sciences Program,,2,Volker Briken,36,2,34,
BSCI430,Developmental Biology,Prerequisite: BSCI222 and BSCI330.,202208,Biological Sciences Program,,1,William Jeffery,35,4,31,
BSCI433,Biology of Cancer,Prerequisite: BSCI222 and BSCI330; or permission of CMNS-Biological Sciences UG Program.,202208,Biological Sciences Program,,1,Beth Parent,48,1,47,
BSCI437,General Virology,"Prerequisite: BSCI222; or permission of CMNS-Biological Sciences UG Program.
Restriction: Junior standing or higher.",202208,Biological Sciences Program,,1,Margaret Scull,60,0,60,
BSCI440,Mammalian Physiology,Prerequisite: BSCI330; and (CHEM231 and CHEM232; or must have completed CHEM233). Or permission of CMNS-Biological Sciences UG Program.,202208,Biological Sciences Program,,9,David Sandstrom; Joshua Singer,290,290,0,
BSCI441,Mammalian Physiology Laboratory,Prerequisite: Must have completed or be concurrently enrolled in BSCI440.,202208,Biological Sciences Program,,3,Carmen Cantemir-Stone,60,60,0,
BSCI443,Microbial Physiology,Prerequisite: Minimum grade of C- in BSCI223 or BSCI283; and minimum grade of C- in BCHM461 or BCHM462.,202208,Biological Sciences Program,,1,Jiqiang Ling,50,5,45,
BSCI447,General Endocrinology,"Prerequisite: BSCI330, CHEM241, and CHEM242.",202208,Biological Sciences Program,,1,Meredith Bohannon,70,21,49,
BSCI450,Mammalian Systems Physiology,"Prerequisite: Minimum grade of C- in BSCI330; and minimum grade of C- in CHEM233 or both CHEM231 and CHEM232.
Credit only granted for: BSCI338L, BSCI440 or BSCI450.",202208,Biological Sciences Program,,2,Lorin Milescu; David Sandstrom; Joshua Singer,290,183,107,
BSCI451,Mammalian Systems Physiology Laboratory,"Prerequisite: Must have completed with a minimum of C- or be concurrently enrolled in either BSCI440 or BSCI450.
Credit only granted for: BSCI441 or BSCI451.
Formerly: BSCI441.",202208,Biological Sciences Program,,4,Carmen Cantemir-Stone,80,4,76,
BSCI455,Neuroscience Laboratory,"Prerequisite: NEUR306 or BSCI353; and PHYS132.
Recommended: NEUR305.
Cross-listed with: NEUR405.
Credit only granted for: PSYC401, NEUR405, BSCI455 or BSCI454.",202208,Biological Sciences Program,,3,Hilary Bierman,60,6,54,
BSCI464,Microbial Ecology,Prerequisite: BSCI223 or BSCI283; and (CHEM271 or CHEM277); or permission of the instructor.,202208,Biological Sciences Program,,1,Charles Delwiche,25,17,8,
BSCI467,Freshwater Biology,Prerequisite: BSCI160.,202208,Biological Sciences Program,,2,Bill Lamp,48,1,47,
BSCI471,Molecular Evolution,Prerequisite: BSCI222; or permission of CMNS-Biology department.,202208,Biological Sciences Program,,1,Michael Cummings,25,9,16,
BSCI475,Sexual Selection in Nature,"Prerequisite: Minimum grade of C- in BSCI207; or permission of instructor.
Recommended: BSCI360 or BSCI370.
Jointly offered with BIOL708.
Credit only granted for: BSCI338X, BSCI475, or BIOL708X.
Formerly: BSCI338X.",202208,Biological Sciences Program,,1,Heidi Fisher,27,0,27,
BSCI481,Insect Diversity and Classification,Prerequisite: BSCI337.,202208,Biological Sciences Program,,1,Jeffrey Shultz,30,14,16,
BSCI483,"Insects, Pathogens, and Public Health",Prerequisite: BSCI207.,202208,Biological Sciences Program,,2,Megan Fritz,48,11,37,
BSCI494,Animal-Plant Interactions,Prerequisite: BSCI160 and BSCI161; or BSCI106.,202208,Biological Sciences Program,,1,Karin Burghardt,25,0,25,
BSCV181,Civicus Student and the University,Restriction: Freshman standing; and must be in the Civicus program.,202208,CIVICUS,,2,Korey Rothman,46,3,43,
BSCV191,Introduction to Civicus,Restriction: Must be in the CIVICUS Program.,202208,CIVICUS,,2,Julie Randolph,47,4,43,
BSCV301,Leadership in a Multicultural Society,"Prerequisite: BSCV182.
Restriction: Must be in the CIVICUS program.",202208,CIVICUS,,2,Korey Rothman; Nicole Mehta,45,21,24,
BSCV309,Civicus Seminar,,202208,CIVICUS,,0,,0,0,0,
BSGC399,Topical Investigations in Global Communities,Restriction: Must be enrolled in Global Communities Living Learning Program.,202208,Global Communities,,1,Sarah Croco,10,10,0,
BSOS201,Ensuring your Financial Future Through Stock Investing,"Credit only granted for: BSOS289I or BSOS201.
Formerly: BSOS289I.
Additional information: No prior knowledge of the stock market or investing is expected or required.",202208,Behavioral and Social Sciences,,1,Amy Billing; Eric Wish,150,33,117,
BSOS233,Data Science for the Social Sciences,"Prerequisite: MATH115.
Restriction: Must be in a major in the College of Behavioral and Social Sciences or the College of Information Studies; or permission of instructor.",202208,Behavioral and Social Sciences,,1,Brian Kim,50,7,43,
BSOS288A,Special Topics in Behavioral and Social Sciences; Neurodiversity in the Workplace,"For more information: Contact Nancy Forsythe nforsyt2@umd.edu.

Learn about successful strategies for neurodiverse college students to plan career paths while in college. Understand why employers may look to hire neurodiverse employees in their industries. Learn about the university resources available to neurodiverse college students to support a successful pathway through college and into a career. Learn ways to support and advocate for full disability inclusion on campus and in the workplace.",202208,Behavioral and Social Sciences,,1,Ann Nancy Forsythe,15,15,0,
BSOS326,Python Programming for the Social Sciences,"Prerequisite: Students must have completed a least one college-level statistics course.
Restriction: Restricted to students in the Social Data Science major or by permission of the instructor.",202208,Behavioral and Social Sciences,,1,Instructor: TBA,45,45,0,
BSOS355,Social Sciences Internship Practicum,"Restriction: Must have earned a minimum of 60 credits; and minimum cumulative GPA of 2.5; and must have completed at least 1 semester at UMD.
Credit only granted for: BSOS388I or BSOS355.
Formerly: BSOS388I.",202208,Behavioral and Social Sciences,,1,Kathryn Hopps,30,29,1,
BSOS361,Academic and Career Planning for Transfer Students in the College of Behavioral and Social Sciences,"Students will utilize the resources of the Feller Center for Academic and Career Planning and TerrapinSTRONG to explore how their individual social identities and strengths contribute to building strong communities in personal, academic, and professional career spaces.",202208,Behavioral and Social Sciences,,4,Stephanie Grissom; TC Lloyd; Grace Riley; Bailey Kier,120,23,97,
BSOS388E,Behavioral and Social Sciences Special Topics; CIDCM Minor Practicum,,202208,Behavioral and Social Sciences,,1,Elizabeth Irlbacher,30,12,18,
BSOS388F,Behavioral and Social Sciences Special Topics; Innovation in the Public Sector,"Prerequisite: PSYC100, GVPT100 or ECON200. Cross-listed with GVPT388B. Credit will be granted for BSOS388F or GVPT 388B.",202208,Behavioral and Social Sciences,,1,Bradley Fallon; Kenneth Ulman,20,4,16,
BSST240,Understanding The Principles and Perils of CBRN Weapons,Additional information: If taken in the same term as BSST241 these courses will count for General Education Natural Sciences Lab.,202208,Terrorism Studies,,1,Steve Sin,20,1,19,
BSST241,Understanding the Principles and Perils of CBRN Weapons (Lab),"Corequisite: BSST240.
Additional information: This is an optional 1-credit lab course offered in coordination with BSST240. If taken in the same term as BSST240 these courses will count for General Education Natural Sciences Lab.",202208,Terrorism Studies,,1,Steve Sin,20,9,11,
BSST288R,Special Topics in Terrorism Studies; Global Terrorism in the Twentieth and Twenty-First Century,,202208,Terrorism Studies,,1,Howard Smead,5,5,0,
BSST330,Terrorism Studies,Restriction: Must be in the Global Terrorism Minor; or special permission available for students in other Global Studies minors.,202208,Terrorism Studies,,2,Thomas Guarrieri,60,14,46,
BSST334,States of Emergency,"Students will explore the manner in which crises unfold from the perspective of a variety of emergency response disciplines, including: emergency management, law enforcement, intelligence analysis, cyber analysis, risk communication, health and human services, and emergency psychiatry/psychology. Students will participate in a semester-long simulation of an unfolding terrorist attack.",202208,Terrorism Studies,,3,Joseph Oudin,120,2,118,
BSST335,Innovations in Countering Violent Extremism,"Credit only granted for: BSST335 or BSST338V.
Formerly: BSST338V.
Additional information: It is recommended that BSST335 be taken after, or concurrent with, BSST330.",202208,Terrorism Studies,,1,Amy Pate,40,17,23,
BSST340,Oral Communication for National Security Careers,"Credit only granted for: BSST340 or BSST338E.
Formerly: BSST338E.",202208,Terrorism Studies,,1,Holly Roberts,25,9,16,
BSST386,Experiential Learning in Terrorism Studies,"This course will supplement student's experiential learning experience, or internship in the field of terrorism studies and homeland security with guided reflection on their experiences.",202208,Terrorism Studies,,1,Eva Coll,35,29,6,
BSST630,Motivations and Intents of Terrorists and Terrorist Groups,"Restriction: Must be in the Terrorism Analysis Graduate Certificate Program.
Credit only granted for: BSOS630 or BSST630.
Formerly: BSOS630.",202208,Terrorism Studies,,1,Sara Budge,35,18,17,
BSST634,Legal and Criminal Approaches to Counterterrorism,Restriction: Must be in the Graduate Certificate in Terrorism Analysis; or permission of instructor.,202208,Terrorism Studies,,1,Jeffrey Davis,35,22,13,
BSST635,Countering Violent Extremism: Policy and Practice,"In recent years, the understanding of how and why individuals engage in violent extremism and terrorism has evolved and become more nuanced, as have the tools to mitigate these threats. A field of policy and practice called Countering Violent Extremism (CVE) has emerged that focuses on countering the pull of terrorist recruitment and influence by building resilience among populations vulnerable to radicalization.",202208,Terrorism Studies,,1,Samuel Henkin,30,13,17,
BSST640,Theories of Security and Terrorism Studies,Additional information: Priority enrollment will be given to students in the MPS in Security and Terrorism Studies program.,202208,Terrorism Studies,,1,Marcus Boyd,35,23,12,
BSST641,U.S. Security Infrastructure,"An overview of the federal departments and agencies whose core missions are to provide for security and prevent terrorism. The course will overview the Departments of Defense, State, Treasury, Homeland Security, and the U.S. Intelligence Community as well as state, local, and tribal assets, and think tanks and the media, to provide students with a better understanding of interagency successes and gaps.",202208,Terrorism Studies,,1,Brook Hefright,35,14,21,
BSST642,Analytic Methods,"Development and mastery of analytic methods is vital for those seeking careers as professional analysts in fields related to security and terrorism studies. For students focused on an academic research career path, these skills will help you better interface with government and private sector consumers of your work. The overall goals for this course are to provide students with hands-on experience using analytic techniques to solve advanced problems. Classes will cover historical and current uses of analytic techniques and students will develop an understanding of which tools to use under different circumstances of analysis.",202208,Terrorism Studies,,1,Candace Moix,35,22,13,
BUAC707,Financial Statement Analysis for Accountants and Auditors,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUAC780 or BUAC707.
Formerly: BUAC780.",202208,Accounting and Information Assurance,,1,Nick Seybert,0,0,0,
BUAC710,Advanced Managerial Accounting and Control Systems,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUAC782 or BUAC710.
Formerly: BUAC782.",202208,Accounting and Information Assurance,,1,Darlene Dennison,0,0,0,
BUAC712,Business Communications for Accountants and Auditors,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUAC784 or BUAC712.
Formerly: BUAC784.",202208,Accounting and Information Assurance,,1,Samuel Handwerger,0,0,0,
BUAC716,Auditing Automation and Analytics,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,202208,Accounting and Information Assurance,,1,James McKinney,42,2,40,
BUAC721,Business Law for Managers,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI764 or BUAC721.",202208,Accounting and Information Assurance,,1,Jon Crocker,0,0,0,
BUAC722,Applied Research for Accounting and Auditing,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,202208,Accounting and Information Assurance,,1,James McKinney,0,0,0,
BUAC731,Intermediate Accounting I,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUAC758L or BUAC731.
Formerly: BUAC758L.",202208,Accounting and Information Assurance,,1,Sean Cao,0,0,0,
BUAC732,Intermediate Accounting II,"Prerequisite: BUAC731.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUAC758M or BUAC732.
Formerly: BUAC758M.",202208,Accounting and Information Assurance,,1,Patrick McNamee,0,0,0,
BUAC740,Data Driven Decision Making,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,202208,Accounting and Information Assurance,,1,Tunay Tunca,0,0,0,
BUAC756,"Informtion Security, Audit and Control","Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUAC790 or BUAC756.
Formerly: BUAC790.",202208,Accounting and Information Assurance,,1,Stacey Ferris,0,0,0,
BUAC758A,Special Topics in Accounting and Information Assurance; Accounting for Income Tax and Database Management,,202208,Accounting and Information Assurance,,1,Darian Harnish,0,0,0,
BUAC758Q,Special Topics in Accounting and Information Assurance; Research on Accounting and Economic Cybersecurity,,202208,Accounting and Information Assurance,,1,Lawrence Gordon,0,0,0,
BUAC758S,Special Topics in Accounting and Information Assurance; Systems for Data Analysis,,202208,Accounting and Information Assurance,,1,Woei-jyh Lee,0,0,0,
BUAC759,Independent Study in Accounting and Information Assurance,,202208,Accounting and Information Assurance,,0,,0,0,0,
BUAC762,Tax I: Taxation of Individuals & Forecasting Analytics,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.,202208,Accounting and Information Assurance,,1,Leslie Mostow,0,0,0,
BUAC764,Tax II: Taxation of Corporations & Other Entities,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUAC758V or BUAC764.
Formerly: BUAC758V.",202208,Accounting and Information Assurance,,1,Leslie Mostow,0,0,0,
BUAC772,Database Management and State and Local Taxation,Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.,202208,Accounting and Information Assurance,,1,Jeffrey Milton,0,0,0,
BUDT700,Business Communication,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.
Credit only granted for: BUDT758A or BUDT700.
Formerly: BUDT758A.",202208,Decision and Information Technologies,,2,Cary Gillett,0,0,0,
BUDT703,Database Management Systems,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.
Credit only granted for: BUDT758Y OR BUDT703.
Formerly: BUDT758Y.",202208,Decision and Information Technologies,,5,Woei-jyh Lee,0,0,0,
BUDT704,Data Processing and Analysis in Python,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.
Credit only granted for: BUDT758X OR BUDT704.
Formerly: BUDT758X.",202208,Decision and Information Technologies,,5,Kunpeng Zhang; Peng Huang; John Bono,0,0,0,
BUDT721,Digital Transformation in Business,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.
Credit only granted for: BUDT758E or BUDT721.
Formerly: BUDT758E.",202208,Decision and Information Technologies,,3,Tejwansh Anand,0,0,0,
BUDT722,Managing Digital Business Markets,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.
Credit only granted for: BUDT758G or BUDT722.
Formerly: BUDT758G.",202208,Decision and Information Technologies,,3,Siva Viswanathan,0,0,0,
BUDT730,Data Models and Decisions,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.
Credit only granted for: BUSI758B, BUDT758Q or BUDT730.
Formerly: BUDT758Q.",202208,Decision and Information Technologies,,5,Sujin Kim,0,0,0,
BUDT732,Decision Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.
Credit only granted for: BMGT732, BUDT758P or BUDT732.
Formerly: BMGT732 and BUDT758P.",202208,Decision and Information Technologies,,2,Maria Bardossy,0,0,0,
BUDT737,Big Data and Artificial Intelligence for Business,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.
Credit only granted for: BUDT758B or BUDT737.
Formerly: BUDT758B.",202208,Decision and Information Technologies,,3,Peter Rankel; Alan Briggs,120,9,111,
BUDT740,Management of Information Systems,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.
Credit only granted for: BUDT758J or BUDT740.
Formerly: BUDT758J.",202208,Decision and Information Technologies,,1,Paul Shapiro,60,5,55,
BUDT758I,"Special Topics in Decision, Operations and Information Technologies; Applied Finance Information Systems",,202208,Decision and Information Technologies,,1,Harish Neelakandan,73,0,73,
BUDT758L,"Special Topics in Decision, Operations and Information Technologies; Price Optimization & Revenue Management",For MS in Business Analytic students only.,202208,Decision and Information Technologies,,2,Yi Xu,0,0,0,
BUDT758M,"Special Topics in Decision, Operations and Information Technologies; Healthcare Information Systems",For MS in Information Systems students only.,202208,Decision and Information Technologies,,1,Kenyon Crowley,55,11,44,
BUDT758W,"Special Topics in Decision, Operations and Information Technologies; Capstone Project in Business Analytics",,202208,Decision and Information Technologies,,2,Suresh Acharya,0,0,0,
BUDT759,Independent Study in Decision and Information Technologies,,202208,Decision and Information Technologies,,0,,0,0,0,
BUFN400,Introduction to Financial Markets and Financial Datasets,"Recommended: CMSC320, CMSC351, MATH240, and MATH241 .
Restriction: By Permission Only.",202208,Finance,,1,Albert Kyle,35,6,29,
BUFN610,Financial Management,"Restriction: Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.
Credit only granted for: BUSI640, BUFN610, or BMGT610.",202208,Finance,,2,Michael Faulkender,0,0,0,
BUFN620,Capital Markets,"Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUFN740 or BUFN620.
Formerly: BUFN740.",202208,Finance,,1,Sarah Kroncke,0,0,0,
BUFN630,Valuation in Corporate Finance,"Prerequisite: BUFN610.
Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUFN630, BUFN714, BUFN750, BUFN753, or BMGT730.
Formerly: BUFN750.",202208,Finance,,2,Maria Bustamante,100,30,70,
BUFN640,Financial Data Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.
Credit only granted for: BUFN758N of BUFN640.
Formerly: BUFN758N.",202208,Finance,,2,Serhiy Kozak,0,0,0,
BUFN650,Machine Learning in Finance,"Prerequisite: BUFN640.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.
Credit only granted for: BUFN758O or BUFN650.
Formerly: BUFN758O.",202208,Finance,,2,Serhiy Kozak,0,0,0,
BUFN660,Derivative Securities,"Prerequisite: BUFN610.
Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUFN660, BUFN726, BUFN761 or BUFN773.
Formerly: BUFN761.",202208,Finance,,2,Seokwoo Lee,88,24,64,
BUFN712,Financial Restructuring,"Prerequisite: BUFN610.
Restriction: Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.
Credit only granted for: BUFN712 or BUFN752.
Formerly: BUFN752.",202208,Finance,,1,James Seward,0,0,0,
BUFN721,International Investment,"Prerequisite: BUFN610.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUFN721 or BUFN770.
Formerly: BUFN770.",202208,Finance,,1,Vojislav Maksimovic,0,0,0,
BUFN730,Advanced Financial Modeling and Equity Analysis,"Prerequisite: BUFN610.
Restriction: Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.
Credit only granted for: BUFN760 or BUFN730.
Formerly: BUFN760.",202208,Finance,,1,Sarah Kroncke,0,0,0,
BUFN734,Portfolio Management,"Prerequisite: BUFN610.
Restriction: Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.
Credit only granted for: BUFN734 or BUFN763.
Formerly: BUFN763.",202208,Finance,,1,Mark Loewenstein,0,0,0,
BUFN741,Advanced Capital Markets,"Prerequisite: BUFN620; or permission of BMGT-Robert H. Smith School of Business.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUFN758P or BUFN741.
Formerly: BUFN758P.",202208,Finance,,1,Kenneth Fuller,0,0,0,
BUFN742,Financial Engineering,"Prerequisite: BUFN610.
Restriction: Permission of BMGT-Robert H.
Credit only granted for: BUFN742 or BUFN766.
Formerly: BUFN766.",202208,Finance,,1,Clifford Rossi,0,0,0,
BUFN744,Fixed Income Derivatives,"Prerequisite: BUFN610; and BUFN732.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUFN765 or BUFN744.
Formerly: BUFN765.",202208,Finance,,1,Haluk Unal,0,0,0,
BUFN746,Enterprise and Credit Risk Management,"Prerequisite: BUSI640; and BUFN740.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.",202208,Finance,,1,Clifford Rossi,0,0,0,
BUFN758A,Special Topics in Finance; Text Mining for Economics and Finance,"Students will need to complete the ""Python Statistics Essential Training"" through LinkedIn Learning if you do not have experience with Python.",202208,Finance,,1,Paul Soto,0,0,0,
BUFN758L,"Special Topics in Finance; Fintech: Business Disruptions, Innovations, and Opportunities",,202208,Finance,,1,Shrihari Santosh,0,0,0,
BUFN759,Independent Study in Finance,By Department Permission Only.,202208,Finance,,0,,0,0,0,
BULM700,Business Fundamentals for Supply Chain Managers I,"Restriction: Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.
Credit only granted for: BULM758K or BULM700.
Formerly: BULM758K.",202208,"Logistics, Business, and Public Policy",,1,Humberto Coronado,0,0,0,
BULM701,Business Fundamentals for Supply Chain Managers II,"Prerequisite: BULM700; or permission of BMGT-Robert H. Smith School of Business.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BULM758Q or BULM701.
Formerly: BULM758Q.",202208,"Logistics, Business, and Public Policy",,1,Humberto Coronado,0,0,0,
BULM710,Data Driven Decision Making I,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI630, BULM758X or BULM710.
Formerly: BULM758X.",202208,"Logistics, Business, and Public Policy",,1,Ashish Kabra,0,0,0,
BULM711,Data Driven Decision Making II,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI630, BULM758Y or BULM711.
Formerly: BULM758Y.",202208,"Logistics, Business, and Public Policy",,1,Maria Bardossy,0,0,0,
BULM721,Global Supply Chain Management,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI672 or BULM721.",202208,"Logistics, Business, and Public Policy",,1,Leland Gardner,0,0,0,
BULM732,Networks and Influence,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMO725 or BULM732.",202208,"Logistics, Business, and Public Policy",,1,Gosia Langa Basit,0,0,0,
BULM742,Global Supply Chain Resources Planning,Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.,202208,"Logistics, Business, and Public Policy",,1,Philip Evers,0,0,0,
BULM750,Lean Sigma for Supply Chain I,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BULM758L or BULM750.
Formerly: BULM758L.",202208,"Logistics, Business, and Public Policy",,1,Jewelyn Harrington,0,0,0,
BULM751,Lean Sigma for the Supply Chain II,"Prerequisite: BULM750.
Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BULM758V or BULM751.
Formerly: BULM758V.",202208,"Logistics, Business, and Public Policy",,1,Jewelyn Harrington,0,0,0,
BULM756,Supply Chain Strategy,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BULM758B or BULM756.
Formerly: BULM758B.",202208,"Logistics, Business, and Public Policy",,1,Martin Dresner,0,0,0,
BULM758N,"Special Topics in Logistics, Business and Public Policy; Supply Chain Sustainability",,202208,"Logistics, Business, and Public Policy",,1,Jon Crocker,50,0,50,
BULM759,Independent Study in Logistics Management,,202208,"Logistics, Business, and Public Policy",,0,,0,0,0,
BULM759A,Independent Study in Logistics Management,,202208,"Logistics, Business, and Public Policy",,0,,0,0,0,
BUMK720,Marketing Strategy,"Restriction: Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.
Credit only granted for: BUMK758B or BUMK720.
Formerly: BUMK758B.",202208,Marketing,,1,Judy Frels,65,4,61,
BUMK724,Customer Analysis,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758D or BUMK724.
Formerly: BUMK758D.",202208,Marketing,,2,Rosellina Ferraro,0,0,0,
BUMK726,Statistical Programming for Customer Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758E or BUMK726.
Formerly: BUMK758E.",202208,Marketing,,2,Jason Choi,0,0,0,
BUMK742,Advanced Marketing Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758K or BUMK742.
Formerly: BUMK758K.",202208,Marketing,,1,Michel Wedel,65,14,51,
BUMK759,Independent Study in Marketing,,202208,Marketing,,0,,0,0,0,
BUMK760,Business Policies and Ethics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758F or BUMK760.
Formerly: BUMK758F.",202208,Marketing,,2,Wendy Moe,0,0,0,
BUMK762,Business Communication I,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758H or BUMK762.
Formerly: BUMK758H.",202208,Marketing,,2,Melissa Lucas; Raphael Mazzone,0,0,0,
BUMK766,Digital Analytics,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758N or BUMK766.
Formerly: BUMK758N.",202208,Marketing,,2,Michael Trusov,0,0,0,
BUMK773,Pricing Analytics and Strategies,"Restriction: Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUMK758J or BUMK773.
Formerly: BUMK758J.",202208,Marketing,,2,Bo Zhou,0,0,0,
BUSI600,Fundamentals of Business Decision Making,"Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.
Additional information: Pre-work includes the DISC assessment, and a requires a passing grade on a spreadsheet pre-work course.",202208,Part-Time MBA Program,,2,Mary Beth Furst,150,44,106,
BUSI602,Leading with a Strategic Mindset,Restriction: Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H. Smith School of Business.,202208,Part-Time MBA Program,,1,Paulo Prochno,45,14,31,
BUSI634,Operations Management,"Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.
Credit only granted for: BUSI634 or BMGT624.",202208,Part-Time MBA Program,,4,Anand Anandalingam; Suresh Acharya,160,28,132,
BUSI650,Marketing Management,"Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).
Credit only granted for: BUSI650 or BMGT612.",202208,Part-Time MBA Program,,3,Mary Beth Furst; Dan Goldsmith,135,30,105,
BUSI662,Leadership and Teamwork,"Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).
Credit only granted for: BMGT600, BUSI662, or BUSM600.",202208,Part-Time MBA Program,,3,Gosia Langa Basit; Subrahmaniam Tangirala,135,23,112,
BUSI681,Managerial Economics and Public Policy,"Restriction: Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).
Credit only granted for: BUSI681 or BMGT604.",202208,Part-Time MBA Program,,3,Jon Crocker,135,30,105,
